	Unnamed: 0	author	comment	origin	origin_status	english	category
61	61	SJP	This is exactly why I love your channel! 	All of Me	1	TRUE	0
197	198	Sky Cendre	To everybody who feels like this song hits close to home: You're strong. You've come so far, despite everything, and this means you can pull through whatever you want in life. Don't forget you are loved, and that family is where the pieces of our heart belong - not bound by something so random as blood, but by choice.	Because Of You	1	TRUE	1
181	183	Skyler Cabrello	This song and “Luka - Feelings” are the only things keeping me sane through these tough times. I just want to send love to everybody and let everybody know things will get better... i love you :)	All of Me	1	TRUE	1
207	210	Skylynne’s Life	JOHN LEGEND IS A LEGEND 	All of Me	1	TRUE	0
239	240	smriti Agrawal	"""Thinking Out Loud""

When your legs don't work like they used to before
And I can't sweep you off of your feet
Will your mouth still remember the taste of my love?
Will your eyes still smile from your cheeks?

And, darling, I will be loving you 'til we're 70
And, baby, my heart could still fall as hard at 23
And I'm thinking 'bout how people fall in love in mysterious ways
Maybe just the touch of a hand
Well, me—I fall in love with you every single day
And I just wanna tell you I am

So, honey, now
Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
I'm thinking out loud
Maybe we found love right where we are

When my hair's all but gone and my memory fades
And the crowds don't remember my name
When my hands don't play the strings the same way (mmm...)
I know you will still love me the same

'Cause, honey, your soul could never grow old, it's evergreen
And, baby, your smile's forever in my mind and memory
I'm thinking 'bout how people fall in love in mysterious ways
Maybe it's all part of a plan
Well, I'll just keep on making the same mistakes
Hoping that you'll understand

That, baby, now
Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
Thinking out loud
Maybe we found love right where we are (oh, oh)

La, la, la, la, la, la, la, la, lo-ud

So, baby, now
Take me into your loving arms
Kiss me under the light of a thousand stars
Oh, darling, place your head on my beating heart
I'm thinking out loud
But maybe we found love right where we are
Oh, baby, we found love right where we are
And we found love right where we are"	Thinking Out Loud	1	TRUE	-1
119	119	Smxwflxkes#ROADTO300!!💓	omg- this masterpiece is all ready 8 yrs old!?. that is just crazy! x. i love this song sooo much, the choreography, camera movements were put together so well. i really hope Ed never deletes this song!. they are also so cute together in this video	Thinking Out Loud	1	TRUE	0
208	209	So Show me	This song is still the best	Because Of You	1	TRUE	0
153	153	Solal Biurrarena	this song is different when you have a girl in your head	All of Me	1	TRUE	0
115	115	Solomon Mandevha	Watching in 2023…..it’s a masterpiece	All of Me	1	TRUE	0
220	221	Somaia Ahmed	I'm crying every time listing 	Because Of You	1	TRUE	1
177	178	Sonja	Gorgeous choreographic and set arrangement of this meaningful song  	Thinking Out Loud	1	TRUE	0
146	146	Sophié Maltseva	2023 & I’m still watching this	All of Me	1	TRUE	0
43	43	Sophie R	This song could have just been another success for a TV show and it is so much deeper than that. After so many years, I still listen to it and I appreciate it more and more	Because Of You	1	TRUE	0
307	310	Southern Born	"Me and my wife have been to together sense she was 15 and pregnant and I was only 17 . We ran away and got married , That will be 32 years in July 2019 . I had a stroke in 2016 and then another one only 9 months later . Watching this breaks my heart because I can't dance with her . ""My legs don't work like they use to before , and  I Can't  sweep you off of your feet "" . SO SORRY Sweetheart  ! I love you"	Thinking Out Loud	1	TRUE	1
280	280	spreen duro💪🏻	This song will never be old, boring, or anything else, it will always be the best.	Another Love	1	TRUE	0
220	223	ssfhu.	"Director: what model do you want?
John: I have a wife"	All of Me	1	TRUE	0
121	121	Stella Manda	Cause all of me loves all of you love your cares and all your urges, it's 2023 but it feels like this song dropped yesterday, what a master piece I love it	All of Me	1	TRUE	0
15	15	Stephanie Pynes	Makes me jealous for having never been loved this way. I think I must have been called to love but no one was supposed to love me back. #LifeChoices	All of Me	1	TRUE	1
39	39	Steven Cartagena	Kelly will go down as a severely underrated artist, she has a great range and a strong voice.	Because Of You	1	TRUE	0
279	283	STMLDG	Don't worry. You're not the only one who is listening to this masterpiece in August 2021.	All of Me	1	TRUE	0
44	44	Stugna P-matic	"this magnificent ode to losing ""that one..."" who we all have, it passed me by completely at the time it was released, when I was lost in addiction, and once I cleaned up and regained my soul, the trauma of my past came washing over me, the guilt, the shame, the hopelessness, the lost dreams, and my spirit was crushed once more.

like all great music does, this song found me recently, at the time in eeded to hear this, like all truly great music does...

This is more than a song. it's a soundtrack to sufferance of the heart."	Another Love	1	TRUE	1
114	114	Sukla Dey	"Now : happy
After listening this : sad 
This song can change anyone's mood."	Another Love	1	TRUE	1
153	154	sunil sunil	This song never gets old.	Thinking Out Loud	1	TRUE	0
202	203	sunil sunil	"We don't search for old songs.
We search for old memories."	Thinking Out Loud	1	TRUE	0
32	32	Superfoot	Legendary song	All of Me	1	TRUE	0
146	146	SUSAN FERNIE	2022 and still love this song always been my favourite	Because Of You	1	TRUE	0
95	95	Susan Friel	If I could meet Kelly I'd tell her how her song help me deal with the pain of my father's abuse.. thank you Kelly I love you God bless you!!	Because Of You	1	TRUE	0
178	178	Susan Hess	All my tears have been used up on another love 	Another Love	1	TRUE	1
43	43	susan scanlon louth	This was MAGIC 	Thinking Out Loud	1	TRUE	0
182	182	suwilanji chisi	2022 and I still love this song	Because Of You	1	TRUE	0
246	247	Swaggy	I'VE BEEN LOOKING FOR THIS SONG FOR WEEKS! I would replay this song over and over when i was younger <3	Thinking Out Loud	1	TRUE	0
45	45	T.R. S.	I wasn't physically abused as a child, but I did experience emotional abuse and neglect. I keep coming back to this song because it articulates the experience so vividly and real.	Because Of You	1	TRUE	1
249	253	Tanvi Kumar	I'm so happy to find that people's last comments are just minutes apart, and people are coming here everyday. This song is powerful.	All of Me	1	TRUE	0
238	239	Tata Kimchi	2023 im still here...this song never getting old	Because Of You	1	TRUE	0
163	163	Tehya	i used to listen to this with my mom and sing our hearts out. now i listen to this by myself and think of my mom and how much ive missed out on	Because Of You	1	TRUE	1
127	127	TENSEYTHE7	I remember when i was 7 years old i was listening to this song oh that time i want it backk :))	All of Me	1	TRUE	0
197	200	Tequila Rose 🌹	Still one of my favorite songs. It speaks love, passion, beauty & pain. 	All of Me	1	TRUE	0
198	199	Terra B.	A classic 	Thinking Out Loud	1	TRUE	0
42	42	Tess Chalk	One of my all-time favourites. Never ceases to move me.	Thinking Out Loud	1	TRUE	0
11	11	The Hair Jeweler, Inc.	This is truly timeless. I can imagine my grandparents dancing to it in the 1930s. Just truly beautiful.	Thinking Out Loud	1	TRUE	1
120	120	The Impala	Can‘t believe people are still commenting on this song, such a masterpiece	Another Love	1	TRUE	0
112	112	The Karlos	how much i love this song...o tanto que eu amo essa música	Because Of You	1	TRUE	-1
85	85	The Moon	"If you're still listening to this in 2022, congratulations you have a golden taste in music.

Update: 2023 and we’re still here!"	Another Love	1	TRUE	0
299	299	TheBlackFire	"I'm leaving this comment here so after a month or a year when someone likes it, I get reminded of this masterpiece 
Thanks Tom"	Another Love	1	TRUE	0
261	262	TheByarsBest	My 3yr old daughter said “Wow. She’s a good singer!” You’ve gained another fan tonight Kelly	Because Of You	1	TRUE	0
167	168	TheGreat LG	August 2019. A lot of memories are back	All of Me	1	TRUE	1
159	159	TheMysteriousPoo	This song truly has a place in my heart.	Another Love	1	TRUE	0
278	279	Theo’s Adventure	I love this song …. Since 2006	Because Of You	1	TRUE	0
263	263	TheOnlyCity	"I'm 22. I've never really felt love from a girl. Recently I've dated a girl who I really liked. We've had our first date and everything went well, second date came and I really had a great feeling about her. I've got home from our second date, we kept messaging each other but I saw her replies were already shorter, and shorter... Then she told me: ""Hey, I have to confess something. I've really liked our dating and I enjoyed it alot! But I have to be honest and I guess this will not work out..."" 

I've had a great time with you, I really hope you find the one your looking for <3"	Another Love	1	TRUE	1
127	127	TheWolf	This song never gets old	Because Of You	1	TRUE	0
268	270	thick thick	Will definitely be in my wedding play list	Thinking Out Loud	1	TRUE	1
176	177	Thomas Azevedo	Eu amo 	Thinking Out Loud	1	TRUE	-1
73	73	Thy Notorious One	For the 1% of people who see this, god bless you stay safe, you’re a beautiful smart, and awesome person I hope you accomplish all your dreams	All of Me	1	TRUE	1
123	123	Tia	always an awsome song.. better with the vid 	Thinking Out Loud	1	TRUE	0
284	288	Tiffany	I pray God place someone in my life to experience such love...my heart and intentions are too pure and genuine to be alone in this wonderful world.	All of Me	1	TRUE	1
279	279	Tiger in the Mist	Great video and song  	Another Love	1	TRUE	0
282	286	Tiho Bozic	this song gives me chills like crazy	All of Me	1	TRUE	0
137	137	Tim Popovich	"I hope someday I find a woman I can call my ""Muse."" I'll give my ""All"" to to keep her out of harm's way. "	All of Me	1	TRUE	1
154	154	Timsha-b	2023 am still here	All of Me	1	TRUE	0
61	61	Toaster Possum	i dedicated this song to my mom because it was her that i couldn't trust myself and everyone else....my mom had always leaned on me as well and never cared about anyone else but herself.....	Because Of You	1	TRUE	1
203	203	toby chapman	Happy anniversary! still a very active song and for good reason.	Another Love	1	TRUE	0
60	60	Tokami	"""I'm forced to fake a smile, a laugh everyday of my life"" I love this verse, because I can relate to it."	Because Of You	1	TRUE	1
318	318	Tom Robert	Once a smart man said : « when you’re happy you enjoy the melody, when you’re sad you understand the lyrics »	Another Love	1	TRUE	1
194	195	TooCultured	"This is my parents wedding song, it has a special place in my heart. 
Thanks Ed."	Thinking Out Loud	1	TRUE	1
160	160	Top Acoustic Songs	Its February 2023, lets see how many legends are listening to this masterpiece	All of Me	1	TRUE	0
42	42	Top Acoustic Songs	My dad passed away yesterday and now I'm making a playlist with all the songs he loved and I remember him by. This is one of them. Thank you dad for showing me the greatest artists of all times. Loved, missed and never forgotten 	Because Of You	1	TRUE	1
55	55	Top Music Songs	6 years later and i still can't believe how good this song is-	Thinking Out Loud	1	TRUE	0
149	149	TR Goohileshea	I think this is Kelly Clarkson's most powerful hit. She pours every ounce of emotion into this and it's heartbreaking.	Because Of You	1	TRUE	0
275	277	Trending Story 🇺🇸	Hi hope everyone is having a good day 	Thinking Out Loud	1	TRUE	0
82	82	Trifectum	Man I’ve herd this song a thousand times but the music video just hits different when you see it for the first time	Because Of You	1	TRUE	0
71	71	Trinto gamerX	‘People fall in love in mysterious ways' still the favourite line	Thinking Out Loud	1	TRUE	0
191	191	Triplet Studios	It’s 2023 and it’s still a masterpiece	Another Love	1	TRUE	0
263	264	Triston Robinson	This video debuted @ #1 on TRL in 2005 & then retired @ # 1 on TRL in 2006. The video will remain holding the best video which started & finished @ # 1 in history.	Because Of You	1	TRUE	0
266	266	Troistan_	Everything sounds so good	Another Love	1	TRUE	0
12	12	Tubhb	It's 2023 and it's still a masterpiece! It never goes out of style.	Thinking Out Loud	1	TRUE	0
6	6	Tubhb	It's 2023 and it's still a masterpiece! It never goes out of style.	All of Me	1	TRUE	0
205	206	Udon	DAMN when this song came out I was six months old	Because Of You	1	TRUE	0
315	315	unknown 	This is not a song , this is a fucking masterpiece.	Another Love	1	TRUE	0
157	157	urfavx_tijana	"2013: I listened to this song
2023: I understand this song"	Another Love	1	TRUE	0
121	121	Usama Akram	"2023 starting and still I’m stuck in life like i was when i heard this song first time, 
Hoping to get my self together in 2023."	Thinking Out Loud	1	TRUE	0
223	226	useful_videos	9 years ago I was single but I'm so lonely in in 2023	All of Me	1	TRUE	0
135	135	Useless Godess	"2012: cry
2020: still crying
Edit : 2021 still cry"	Another Love	1	TRUE	1
328	328	UserNameNotNeeded	why am i crying over a relationship i never had?	Another Love	1	TRUE	1
146	146	VacaLo0!	"100 reasons to stay alive: 
1. to make your parents proud
2. to conquer your fears
3. to see your family again
4. to see your favourite artist live
5. to listen to music again
6. to experience a new culture
7. to make new friends
8. to inspire
9. to have your own children
10. to adopt your own pet
11. to make yourself proud
12. to meet your idols
13. to laugh until you cry
14. to feel tears of happiness
15. to eat your favourite food
16. to see your siblings grow
17. to pass school
18. to get tattoo
19. to smile until your cheeks hurt
20. to meet your internet friends
21. to find someone who loves you like you deserve
22. to eat ice cream on a hot day
23. to drink hot chocolate on a cold day
24. to see untouched snow in the morning
25. to see a sunset that sets the sky on fire
26. to see stars light up the sky
27. to read a book that changes your life
28. to see the flowers in the spring
29. to see the leaves change from green to brown
30. to travel abroad
31. to learn a new language
32. to learn to draw
33. to tell others your story in the hopes of helping them
34. Puppy kisses.
35. Baby kisses (the open mouthed kind when they smack their lips on your cheek).
36. Swear words and the release you feel when you say them.
37. Trampolines.
38. Ice cream.
39. Stargazing.
40. Cloud watching.
41. Taking a shower and then sleeping in clean sheets.
42. Receiving thoughtful gifts.
43. “I saw this and thought of you.""
44. The feeling you get when someone you love says, “I love you.""
45. The relief you feel after crying.
46. Sunshine.
47. The feeling you get when someone is listening to you/giving you their full attention.
48. Your future wedding.
49. Your favorite candy bar.
50. New clothes.
51. Witty puns.
52. Really good bread.
53. Holding your child in your arms for the first time.
54. Completing a milestone (aka going to college, graduating college, getting married, getting your dream job.)
55. The kind of dreams where you wake up and can’t stop smiling.
56. The smell before and after it rains
57. The sound of rain against a rooftop.
58. The feeling you get when you’re dancing.
59. The person (or people) that mean the most to you. Stay alive for them.
60. Trying out new recipes.
61. The feeling you get when your favorite song comes on the radio.
62. The rush you get when you step onto a stage.
63. You have to share your voice and talents and knowledge with the world because they are so valuable.
64.Breakfast in bed.
65. Getting a middle seat in the movie theater.
66. Breakfast for dinner (because it’s so much better at night than in the morning).
67. Pray (if you are religious) 
68. Forgiveness.
69. Water balloon fights.
70. New books by your favorite authors.
71. Fireflies.
72. Birthdays.
73. Realizing that someone loves you.
74. Spending the day with someone you
85. Being wrapped up in a warm bed.
86. Someone’s skin against yours.
87. Holding hands.
88. The kind of hugs when you can feel a weight being lifted off your shoulders. The kind of hug where your breath syncs with the other person’s, and you feel like the only two people in the world.
89. Singing off key with your best friends.
90. Road trips.
91. Spontaneous adventures.
92. The feeling of sand beneath your toes.
93. The feeling when the first ocean wave rolls up and envelops your toes and ankles and knees.
94. Thunderstorms.
95. Your first (or hundredth) trip to Disneyland.
96. The taste of your favorite food.
97. The child-like feeling you get on Christmas morning.
98. The day when everything finally goes your way.
99. Compliments and praise.
100. to look on this moment in 10 years time and realise you did it.
Ps : Never forget you are a beatiful person Life is so beatiful so live, live like no one else exist, live for yourself, don't care of bad people, you are strong, i love you"	Another Love	1	TRUE	1
24	24	Vagabond245	"""Because of you I'm ashamed of my life because it's empty"" that struck me deep."	Because Of You	1	TRUE	1
93	93	Vahob Abdurazzakov	Ed's voice so fantastic.I love the song.	Thinking Out Loud	1	TRUE	0
230	231	Vanessa Lwaya	I love this song 	Because Of You	1	TRUE	0
117	117	Varsha	Its 2023 and this song is still my favourite	Another Love	1	TRUE	0
245	248	venice raiza	CANT BELIEVE ITS 7 YEARS AGO, FEELS LIKE YESTERDAY	All of Me	1	TRUE	0
53	53	Veysel Aslan	It's been 10 years and I'm still here I have no doubt that I will be here again in 10 years, in a word, masterpiece	Another Love	1	TRUE	0
177	177	victor kimutai	Never goes old	Because Of You	1	TRUE	0
116	116	Victoria Akinyemi	Watching again in '23 and it's just like the first time	All of Me	1	TRUE	0
85	85	Victoria Galut	When am I going to meet a man that will love me this way?	All of Me	1	TRUE	1
5	5	Vikinger	Timeless classic <3	Another Love	1	TRUE	0
7	7	Vincent Mugendi	The raw emotion in his voice is simply spellbinding	Another Love	1	TRUE	0
91	91	Violet Valencia Mashaba Mushava	It makes me think of 2021 when I was 14 and happy ,fully happy without any pain happier than ever ,then my happiness was taken away but I everyday I hope things will get better than ever	Another Love	1	TRUE	1
193	194	Viper's Blue Heart	i get chils listening to this, Kellys voice puts your right in the emotion, im no stranger to this, but never let it defeat the person i am. or you are.	Because Of You	1	TRUE	0
84	84	Vishal Rahaman	"It's 2023 now , i will try to give ""all of me"" for my loved ones.."	All of Me	1	TRUE	1
16	16	Volcano Man	Love this song! Your voice is stunning.	Another Love	1	TRUE	0
78	78	Wahid Khalil	I loved this song its realy intensity  while im listened and watching my tears start falling its broked my heart bravo Kelly love you 	Because Of You	1	TRUE	1
39	39	WanderMOM	this song makes you cherish the one you love and always wonder on the magic of meeting each other. keep the love alive!	Thinking Out Loud	1	TRUE	1
199	200	Wendy Devereaux	"This is the last song I danced with my husband at our friends wedding   Thank you for your beautiful song and a beautiful memory.
I had him over 30 years and cancer had him in 20 months -he was only 54.   If you love someone tell them today, and EVERYDAY"	Thinking Out Loud	1	TRUE	1
207	207	Wendy Orellana	"I wanna take you somewhere so you know I care
But it's so cold and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring

And I wanna kiss you, make you feel alright
I'm just so tired to share my nights
I wanna cry and I wanna love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up

And if somebody hurts you, I wanna fight
But my hand's been broken one too many times
So I'll use my voice, I'll be so fucking rude
Words, they always win, but I know I'll lose

And I'd sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna learn to love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up

Oh, need a love, now
My heart is thinking of

I wanna sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up"	Another Love	1	TRUE	-1
248	249	WENDY RODRIGUEZ	this is why I need my music things are rough at my house everday there's hell to pay especially with my dad	Because Of You	1	TRUE	0
258	259	WENDY RODRIGUEZ	in reality this is how I love my life everyday	Because Of You	1	TRUE	0
100	100	White Hart	I think people forget that making hits like this one isn't as easy as it looks. I have nothing but respect for artists like Kelly who love their craft and don't care about fitting in. I share this mentality in my music. If you are one of the awesome people who support up and coming artists, stop on by my channel. I might surprise you. Either way give this song another listen and always show love for music!! Peace my friends!	Because Of You	1	TRUE	1
246	246	William	10 ago, I was just a young guy, great times I miss this so much	Another Love	1	TRUE	1
51	51	William Gallier	2023 and still !!!	All of Me	1	TRUE	0
229	232	Willy Music	1st February 2023, still this is a masterpiece	All of Me	1	TRUE	0
286	290	WINSON MAMBASASA	Watching this amazing song in 2023 anybody with me.	All of Me	1	TRUE	0
58	58	Wiz Khalifa	The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Thought You Should Know” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 	Thinking Out Loud	1	TRUE	1
131	131	Wllat Sarbast	2023 and still warms me	All of Me	1	TRUE	0
191	192	WNM	The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Thought You Should Know” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 	Thinking Out Loud	1	TRUE	1
289	290	WorldBreaker	When love was just a memory.....	Because Of You	1	TRUE	1
193	196	Worst Sr codm.	2023!still listening on this master piece	All of Me	1	TRUE	0
214	215	Wyatt Schmidt	This song literally just popped into my head and what’s crazy is I haven’t heard this song in like 7 or 8 years lol, anyone else had this random occurrence	Because Of You	1	TRUE	0
292	292	Xana Silva	I love this song	Another Love	1	TRUE	0
69	69	xchxlsxnewx	this song always hits the bottom of me heart, no matter how many times its on repeat i never get bored of it, my fav song fr 	Another Love	1	TRUE	0
8	8	Xentral	Songs like this made my childhood so much better, thank you john	All of Me	1	TRUE	1
64	64	XKaven	The lyrics match so well with my life as a listener I tear up while listening to this for the first time. I broke hand and always got cheating on. I never can fight anyone because of my hand always hurt with one punch on them. I got a lot of medication and surgery	Another Love	1	TRUE	1
109	109	Xlina_2007	In 2023 still a loving song	All of Me	1	TRUE	0
269	273	XqJ1	The 294K dislikes are mad that they can’t sing like him.	All of Me	1	TRUE	0
331	331	XxManioxX	I love this song	Another Love	1	TRUE	0
30	30	Xyz	"Once again listening this year as well during valentine week thinking about my Crush 
Don't you guys think about your crush as well?! "	All of Me	1	TRUE	1
157	157	Yanelvis Peralta	"All of me 
"	All of Me	1	TRUE	-1
181	182	Yash Thapa	what a masterpiece...	Thinking Out Loud	1	TRUE	0
323	326	Yashasvi Mishra	"Lyrics
When your legs don't work like they used to before
And I can't sweep you off of your feet
Will your mouth still remember the taste of my love
Will your eyes still smile from your cheeks
And darling I will be loving you 'til we're 70
And baby my heart could still fall as hard at 23
And I'm thinking 'bout how people fall in love in mysterious ways
Maybe just the touch of a hand
Oh me I fall in love with you every single day
And I just wanna tell you I am
So honey now
Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
I'm thinking out loud
Maybe we found love right where we are
When my hair's all but gone and my memory fades
And the crowds don't remember my name
When my hands don't play the strings the same way, mm
I know you will still love me the same
'Cause honey your soul can never grow old, it's evergreen
Baby your smile's forever in my mind and memory
I'm thinking 'bout how people fall in love in mysterious ways
Maybe it's all part of a plan
I'll just keep on making the same mistakes
Hoping that you'll understand
But baby now
Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
I'm thinking out loud
That maybe we found love right where we are, oh
So baby now
Take me into your loving arms
Kiss me under the light of a thousand stars
Oh darling, place your head on my beating heart
I'm thinking out loud
That maybe we found love right where we are
Oh baby, we found love right where we are (maybe)
And we found love right where we are"	Thinking Out Loud	1	TRUE	-1
80	80	ydarioy	"Reasons why you should stay alive.



1. We would miss you. 
2. It's not worth the regret. Either by yourself if you failed or just simply left scars, or the regret everyone else feels by not doing enough to help you. 
3. It does get better. Believe it or not it will eventually get better. Sometimes you have to go through the storm to get to the rainbow. 
4. There's so much you would miss out on doing. 
5. There is always a reason to live. It might not be clear right now, but it is always there. 
6. So many people care, and it would hurt them if you hurt yourself. 
7. You ARE worth it. Don't let anyone, especially yourself, tell you otherwise. 
8. You are amazing. 
9. A time will come, once you've battled the toughest times of your life and are in ease once again, where you will be so glad that you decided to keep on living. You will emerge stronger from this all, and won't regret your choice to carry on with life. Because things always get better. 
10. What about all the things you've always wanted to do? What about the things you've planned, but never got around to doing? You can't do them when you're dead. 
11. I love you. Even if only one person loves you, that's still a reason to stay alive. 
12. You won't be able to listen to music if you die. 
13. Killing yourself is never worth it. You'll hurt both yourself and all the people you care about. 
14. There are so many people that would miss you, including me. 
15. You're preventing a future generation, YOUR KIDS, from even being born. 
16. How do you think your family would feel? Would it improve their lives if you died? 
17. You're gorgeous, amazing, and to someone you are perfect. 
18. Think about your favourite music artist, you'll never hear their voice again... 
19. You'll never have the feeling of walking into a warm building on a cold day 
20. Listening to incredibly loud music 
21. Being alive is just really good. 
22. Not being alive is really bad. 
23. Finding your soulmate. 
24. Red pandas 
25. Going to diners at three in the morning. 
26. Really soft pillows. 
27. Eating pizza in New York City. 
28. Proving people wrong with your success. 
29. Watching the jerks that doubted you fail at life. 
30. Seeing someone trip over a garbage can. 
31. Being able to help other people. 
32. Bonfires. 
33. Sitting on rooftops. 
34. Seeing every single country in the world. 
35. Going on roadtrips. 
36. You might win the lottery someday. 
37. Listening to music on a record player. 
38. Going to the top of the Eiffel Tower. 
39. Taking really cool pictures. 
40. Literally meeting thousands of new people. 
41. Hearing crazy stories. 
42. Telling crazy stories. 
43. Eating ice cream on a hot day. 
44. More Harry Potter books could come out, you never know. 
45. Travelling to another planet someday. 
46. Having an underwater house. 
47. Randomly running into your hero on the street. 
48. Having your own room at a fancy hotel. 
49. Trampolines. 
50. Think about your favourite movie, you'll never watch it again. 
51. Think about the feeling of laughing out loud in a public place because your best friend has just sent you an inside joke, 
52. Your survival will make the world better, even if it's for just one person or 20 or 100 or more. 
53. People do care. 
54. Treehouses 
55. Hanging out with your soul mate in a treehouse 
55. Snorting when you laugh and not caring who sees 
56. I don't even know you and I love you. 
57. I don't even know you and I care about you. 
58. Because nobody is going to be like you ever, so embrace your uniqueness! 
59. You won't be here to experience the first cat world emperor. 
60. WHAT ABOUT FOOD?! YOU'LL MISS CHOCOLATE AND ALL THE OTHER NOM THINGS! 
61. Starbucks. 
62. Hugs. 
63. Stargazing. 
64. You have a purpose, and it's up to you to find out what it is. 
65. You've changed somebody's life. 
66. Now you could change the world. 
67. You will meet the person that's perfect for you. 
68. No matter how much or how little, you have your life ahead of you. 
69. You have the chance to save somebody's life. 
70. If you end your life, you're stopping yourself from achieving great things. 
71. Making snow angels. 
72. Making snowmen. 
73. Snowball fights. 
74. Life is what you make of it. 
75. Everybody has a talent. 
76. Laughing until you cry. 
77. Having the ability to be sad means you have the ability to be happy. 
78. The world would not be the same if you didn't exist. 
79. Its possible to turn frowns, upside down 
80. Be yourself, don't take anyone's shit, and never let them take you alive. 
81. Heroes are ordinary people who make themselves extraordinary. Be your own hero. 
82. Being happy doesn't mean that everything is perfect. It means that you've decided to look beyond the imperfections. 
83. One day your smile will be real. 
84. Having a really hot, relaxing bath after a stressful day. 
85. Lying on grass and laughing at the clouds. 
86. Getting completely smashed with your best friends. 
87. Eating crazy food. 
88. Staying up all night watching your favourite films with a loved one. 
89. Sleeping in all day. 
90. Creating something you're proud of. 
91. You can look back on yourself 70 years later and being proud you didn't commit 
92. Being able to meet your Internet friends. 
93. Tea / Coffee / Hot Chocolate 
94. The new season of Sherlock
95. Cuddling under the stars. 
96. Being stupid in public because you just can. 
97. If you are reading this then you are alive! Is there any more reason to smile? 
98. being able to hug that one person you havent seen in years 
99. People care enough about you and your future to come up with 100 reasons for you not to do this. 
100. But, the final and most important one is, just, being able to experience life. Because even if your life doesn't seem so great right now, literally anything could happen
-

From someone that cares about you <3"	Another Love	1	TRUE	0
205	205	YeahBoi777	You know a song is legendary when after almost 10 years it still makes you cry	Another Love	1	TRUE	1
238	241	Yerbol Yedilbayev	Watching it I 2023. Sweet memories..	All of Me	1	TRUE	1
240	241	Ygor Lopes	Melhor musica da face dessa terra.	Because Of You	1	TRUE	-1
286	286	yoan maquerre	Amazing song .	Another Love	1	TRUE	0
142	142	Yolanda M	Kelly always gives her all in every song	Because Of You	1	TRUE	0
90	90	youdonknowme	"After all these years, I still get goosebumps EVERY time I hear the part that goes, ""I was so young, you should have known better than to lean on me""..."	Because Of You	1	TRUE	1
34	34	Your mom	I am going to be honest I don’t love pop music but I love Kelly Clarkson voice she is quite brilliant	Because Of You	1	TRUE	0
177	177	Yvonne	2023 and I still hear and love the song	Another Love	1	TRUE	0
116	116	ZealousY	Listened to this after ages, How relatable it was and still is.	Because Of You	1	TRUE	0
79	79	Zeifri Lamyae	Masterpiece... still My favorite song since 2015	Another Love	1	TRUE	0
249	250	Zoe Liu	"The fact that Ed Sheeran actually danced to this song makes this song unique to his other songs... and it fits perfectly.

Sad... I wish I could do something like that... :'("	Thinking Out Loud	1	TRUE	0
191	194	Zulema Montenegro	Woa , amazing, like a ,	All of Me	1	TRUE	0
43	43	Zumiaja	"LIRIK:
I wanna take you somewhere so you know I care
But it's so cold and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring

And I wanna kiss you, make you feel alright
I'm just so tired to share my nights
I wanna cry and I wanna love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up

And if somebody hurts you, I wanna fight
But my hand's been broken one too many times
So I'll use my voice, I'll be so fucking rude
Words, they always win, but I know I'll lose

And I'd sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna learn to love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up

Oh, need a love, now
My heart is thinking of

I wanna sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up"	Another Love	1	TRUE	-1
39	39	Γιαννης Αρβανιτακης	This song came out on 2012, i was 9 back then, ever since then i've been listening to it and i can clearly remember the vide and the feelings that this song passed to me throughout all of this years. Wish i could go back to 2012.	Another Love	1	TRUE	1
312	312	Ζωή Σερκελίδου	Unpopular opinion: this song is the masterpiece of our generation	Another Love	1	TRUE	0
