,author,comment,origin,origin_status,Unnamed: 0,lang,time_stamps
305198,C K BAGHEL,2:45 this the best high note that i have ever heard,Bruno_Mars-When_I_Was_Your_Man,1,55441.0,en,['2:45']
305226,Veoris _Dead,2:35 it's magique (listen 20s),Bruno_Mars-When_I_Was_Your_Man,1,55472.0,fr,['2:35']
305291,Bar B,Minuto 0:03: Se parece a Cato de Soy Luna,Bruno_Mars-When_I_Was_Your_Man,1,55546.0,es,['0:03']
305688,Juste Pour COMMENTER,2:46 is the best moment,Bruno_Mars-When_I_Was_Your_Man,1,56006.0,en,['2:46']
305712,jess serrano,11:20pm crying on a Thursday night,Bruno_Mars-When_I_Was_Your_Man,1,56031.0,en,['11:20']
305727,Nelson Stevencu,2:38 the best part,Bruno_Mars-When_I_Was_Your_Man,1,56046.0,en,['2:38']
306175,Carlos Bautista,"COMENTA TU NUMERO
1 te gusta la cancion
2 bruno mars es el mejor
3 amas a bruno mars
4 queres conocerlo en persona
Dame like si quieres a bruno mars
0:00 a 3:54
Se presenta una increible cancion",Bruno_Mars-When_I_Was_Your_Man,1,56550.0,es,"['0:00', '3:54']"
306312,Yuberys Lake,"1:34 ----My pride, my ego, my needs, and my selfish ways
Caused a good strong woman like you to walk out my life
Now I never, never get to clean up the mess I made, oh
And it haunts me every time I close my eyes",Bruno_Mars-When_I_Was_Your_Man,1,56698.0,en,['1:34']
306341,Raquel Lopez,sadest part is what he says after 3:03 damn that always makes me cry like crazy.. bruno man u know how to make ppl feel pain huh.. damn 😭 💔,Bruno_Mars-When_I_Was_Your_Man,1,56729.0,en,['3:03']
306411,Hannah Dodds,I just noticed the crying woman at 1:43 after watching this video hundreds of times :o :'(,Bruno_Mars-When_I_Was_Your_Man,1,56806.0,en,['1:43']
306510,kritin,"Let me help ya!
00:00",Bruno_Mars-When_I_Was_Your_Man,1,56919.0,nl,['00:00']
306544,soon,1:23 I know I shouldn't laugh but I laughed....,Bruno_Mars-When_I_Was_Your_Man,1,56956.0,en,['1:23']
306655,Javi xx,"0:04 dicen ""Muevansé pues"" o que? :v",Bruno_Mars-When_I_Was_Your_Man,1,57081.0,es,['0:04']
306693,E.T. Go Home,1:08 When you're starting homework at 12 am.,Bruno_Mars-When_I_Was_Your_Man,1,57120.0,en,['1:08']
306766,Ramona Tudor,Best part: 00:00-3:54,Bruno_Mars-When_I_Was_Your_Man,1,57200.0,fr,"['00:00', '3:54']"
306778,Máximo Kirchner,"0:02 TA CERRAO , 0:04 PASA WEY",Bruno_Mars-When_I_Was_Your_Man,1,57212.0,en,"['0:02', '0:04']"
306987,Kocsis Kristof,0:49 bruno you killing me😍😍😍😍❤❤❤❤,Bruno_Mars-When_I_Was_Your_Man,1,57439.0,tl,['0:49']
307174,Fernanda Silva,2017 às 23:10 muito bom mesmo,Bruno_Mars-When_I_Was_Your_Man,1,57646.0,pt,['23:10']
307277,Juan vanwyk1,0:00 is the replay button,Bruno_Mars-When_I_Was_Your_Man,1,57759.0,en,['0:00']
307731,diario de un ansioso,10/07/17. 03:44hrs,Bruno_Mars-When_I_Was_Your_Man,1,58252.0,cs,['03:44']
307924,Anderson Felipe,2:43 I WAS WROOOOOOOOAAAAAANG,Bruno_Mars-When_I_Was_Your_Man,1,58471.0,pl,['2:43']
308238,Sir 1.0,Michael Jackson at 1:32,Bruno_Mars-When_I_Was_Your_Man,1,58814.0,en,['1:32']
308358,Draken,0:05 muevanse weys v;,Bruno_Mars-When_I_Was_Your_Man,1,58943.0,af,['0:05']
308657,Maya Hacker,2:30 if u spot all of the brunos in less than 10 secs ur a genius,Bruno_Mars-When_I_Was_Your_Man,1,59266.0,en,['2:30']
308729,buachompoo reungurai,"0:48 i like the log is ""it all just sound like oooooh...like this",Bruno_Mars-When_I_Was_Your_Man,1,59343.0,et,['0:48']
308769,JayTooSweet,2:45 always gives me chills,Bruno_Mars-When_I_Was_Your_Man,1,59387.0,en,['2:45']
309381,I'm Batman,"0:06 ""concentra"" AAAHSIWOWLTPPHORNRNFKOFKDKDSCRR",Bruno_Mars-When_I_Was_Your_Man,1,60058.0,pt,['0:06']
309575,Lexie Mexican,Bro at 1:50 the girls crying cause she can't get the whiskey on the piano anyone notice the whiskey? *wink wink* ;-),Bruno_Mars-When_I_Was_Your_Man,1,60269.0,en,['1:50']
309752,Karoll Mello,SO EU PERCEBI QUE ELE CUSPIU EM 2:31 ??????,Bruno_Mars-When_I_Was_Your_Man,1,60459.0,pt,['2:31']
309894,kazzOk,2:31 you can see a little spit coming out of hes mouth on the right and left. lol,Bruno_Mars-When_I_Was_Your_Man,1,60618.0,en,['2:31']
310207,Danilo Sobreira,"Madrugada 2:53 da manha, e nois ta como? Ouvindo bruno mars e chorando.",Bruno_Mars-When_I_Was_Your_Man,1,60959.0,pt,['2:53']
311090,lauryn love,you can hear the pain in his voice........ when 2:38 starts my heart drops and I get goosebumps everytime😍😍😍,Bruno_Mars-When_I_Was_Your_Man,1,61918.0,en,['2:38']
311185,Bryan T,2 march 2017 16:08,Bruno_Mars-When_I_Was_Your_Man,1,62025.0,cy,['16:08']
311350,Zul hilmi,2:44 is the best moment,Bruno_Mars-When_I_Was_Your_Man,1,62205.0,en,['2:44']
311383,Simon H.,2:40 makes me cry,Bruno_Mars-When_I_Was_Your_Man,1,62239.0,en,['2:40']
311504,Kevin Frías,3:03 *The feels intensifies*,Bruno_Mars-When_I_Was_Your_Man,1,62371.0,en,['3:03']
311636,jesse clarke,2:38 is incredible,Bruno_Mars-When_I_Was_Your_Man,1,62517.0,en,['2:38']
311789,Maui,"2:54 . ertime I look at the blue circle thing , I remember those looney tune guys like bugs bunny and them",Bruno_Mars-When_I_Was_Your_Man,1,62687.0,en,['2:54']
311790,Shally000,at 3:04 was my favourite bit,Bruno_Mars-When_I_Was_Your_Man,1,62688.0,en,['3:04']
312494,Caden Davenport,2:38 - 2:50 part always gets me haha,Bruno_Mars-When_I_Was_Your_Man,1,63446.0,en,"['2:38', '2:50']"
312618,Rubia Miketen,Eu só tomo no 0:51,Bruno_Mars-When_I_Was_Your_Man,1,63583.0,es,['0:51']
312781,silver lining,"8:41 ""31/12/2016""...
Happy new year.",Bruno_Mars-When_I_Was_Your_Man,1,63755.0,en,['8:41']
313082,Carlos' Bay Area Planespotting,1:22 -1:28 saddest lyric of the song ;(,Bruno_Mars-When_I_Was_Your_Man,1,64094.0,en,"['1:22', '1:28']"
314343,E spresso,1:22: best word play,Bruno_Mars-When_I_Was_Your_Man,1,65471.0,nl,['1:22']
314432,Ashleigh Goldburg,2:38 is my favourite part always,Bruno_Mars-When_I_Was_Your_Man,1,65567.0,en,['2:38']
314457,djunos casper,2:45 its was touch my heart.. :3 :3,Bruno_Mars-When_I_Was_Your_Man,1,65594.0,en,['2:45']
314669,Jean Carlos,0:49 Acho que comeram meu... UUUUUuuuuuuuuu,Bruno_Mars-When_I_Was_Your_Man,1,65826.0,pt,['0:49']
314750,Sam,If you put the speed on 0.5 at 2:45 it sounds hilarious,Bruno_Mars-When_I_Was_Your_Man,1,65914.0,en,['2:45']
315194,נועה,2:45 Wow,Bruno_Mars-When_I_Was_Your_Man,1,66405.0,pl,['2:45']
315432,Sophia Beckett,Good thing I never had a girlfriend. He looks pretty sad and I ain't going through 2:37. Sounds very painful.,Bruno_Mars-When_I_Was_Your_Man,1,66675.0,en,['2:37']
315690,Matheus Yohan,Ouvindo essa música as 00:01 pensando nela :/,Bruno_Mars-When_I_Was_Your_Man,1,66973.0,pt,['00:01']
315872,Syed Jibran Ahmed,2:50 This part was awesome,Bruno_Mars-When_I_Was_Your_Man,1,67174.0,en,['2:50']
316525,Maïlie Desbiens,what the heck is this people here in this scene : 0:53,Bruno_Mars-When_I_Was_Your_Man,1,67913.0,en,['0:53']
316539,Macarena Rodriguez,jajaj la parte del 2:45 la cante en clase de ingles con la compañera mas cuica (q se cree cantante) y cuando me escucho paro d cantar y me quedo mirando asi como WOW!😱,Bruno_Mars-When_I_Was_Your_Man,1,67929.0,es,['2:45']
316551,MHA,2:47 is the best part of the song,Bruno_Mars-When_I_Was_Your_Man,1,67942.0,en,['2:47']
316744,Andrea López,Minute 2:44 is the reason why I still wanna live,Bruno_Mars-When_I_Was_Your_Man,1,68150.0,en,['2:44']
316758,just do it,"Me and my girlfriend almost broke up right now at 1:05AM 6-25-2016 when she told me halfway through the song she would give me a second chance I was singing along and feeling it because I couldn't imagine her with someone else,I  ran out of air fell on the floor and threw up but it was weird I was laughing and crying tears of joy I guess",Bruno_Mars-When_I_Was_Your_Man,1,68166.0,en,['1:05']
317048,JR AP,2:44-2:50 wow 😲,Bruno_Mars-When_I_Was_Your_Man,1,68495.0,pl,"['2:44', '2:50']"
317320,Frank Ledesma,2:46 He killed it so bad..... Damn,Bruno_Mars-When_I_Was_Your_Man,1,68789.0,sv,['2:46']
317379,ØFU Beats,00:03 adam vay amına koyim diyor :),Bruno_Mars-When_I_Was_Your_Man,1,68855.0,tr,['00:03']
317430,Emmanuel Figueroa,"Ese tono en el minuto 2:45. Extraordinario, muy buena canción... :o
That tone in the minute 2:45. Extraordinary, a really good song... :o",Bruno_Mars-When_I_Was_Your_Man,1,68910.0,es,"['2:45', '2:45']"
317460,Moses,Best part 0:00 - 3:54,Bruno_Mars-When_I_Was_Your_Man,1,68949.0,fr,"['0:00', '3:54']"
317849,Mr. Vibes,"My favorite part, 3:03",Bruno_Mars-When_I_Was_Your_Man,1,69392.0,fr,['3:03']
318054,Akshana khanum,"0:45 - cuz my heart breaks a little,  when I hear your NEIGH..  😂😂😂😂😂",Bruno_Mars-When_I_Was_Your_Man,1,69619.0,en,['0:45']
318404,Battal Can,0:03 hahaha :D yaw amk,Bruno_Mars-When_I_Was_Your_Man,1,70001.0,so,['0:03']
319357,KingFanDisney,0:51 and 2:00 Fleur East!!? Is that Fleur East's ghost?,Bruno_Mars-When_I_Was_Your_Man,1,71030.0,en,"['0:51', '2:00']"
319676,Witchkitty 688,The start of 2:38 is my favorite part,Bruno_Mars-When_I_Was_Your_Man,1,71371.0,en,['2:38']
320045,Aizat Sidek,i feel the pain of 2:46,Bruno_Mars-When_I_Was_Your_Man,1,71776.0,en,['2:46']
320067,GC SC,"1:58 its all just sounds like, great",Bruno_Mars-When_I_Was_Your_Man,1,71804.0,no,['1:58']
320476,Biurner,Why do I keep playing 3:03 over and over again....,Bruno_Mars-When_I_Was_Your_Man,1,72284.0,en,['3:03']
320826,Nando Perez,00:02 ¿dice que tranza wey?,Bruno_Mars-When_I_Was_Your_Man,1,72667.0,es,['00:02']
321384,tlimee lake,00:54 Is he remembering or is that a ghost :O,Bruno_Mars-When_I_Was_Your_Man,1,73289.0,en,['00:54']
321385,tlimee lake,00:54 Is he remembering or is that a ghost :O,Bruno_Mars-When_I_Was_Your_Man,1,73290.0,en,['00:54']
321386,tlimee lake,Stop at 00:54 is he remembering or is that a ghost :O,Bruno_Mars-When_I_Was_Your_Man,1,73291.0,en,['00:54']
321661,ARSO So,You can get the deepest feelings in 2:45 ~ 2:51,Bruno_Mars-When_I_Was_Your_Man,1,73586.0,nl,"['2:45', '2:51']"
321673,Superior Seduction,1:17 - 1:22 That is not the same Bruno!,Bruno_Mars-When_I_Was_Your_Man,1,73599.0,en,"['1:17', '1:22']"
322070,Underground Emcee,02:09. Hmmmm why the fk you lying,Bruno_Mars-When_I_Was_Your_Man,1,74024.0,en,['02:09']
322103,Bea _0502,"00:07 ""Não quebra""",Bruno_Mars-When_I_Was_Your_Man,1,74058.0,pt,['00:07']
323074,Ziude,"It wouldve been the best if Bruno tripped at 3:49, then yell ""FUCK!"" off camera",Bruno_Mars-When_I_Was_Your_Man,1,75158.0,en,['3:49']
323302,C N,OMG 2:47,Bruno_Mars-When_I_Was_Your_Man,1,75400.0,de,['2:47']
323459,Ilyas Rayan,"On 0:50 after lyrics ""just sounds like"",  I'm pretty sure the ""Ooooh oooohh"" part is sampled on another old famous music. But I can't remember what is it.... 
Can any one of you guys tell me what song I'm referring to? ",Bruno_Mars-When_I_Was_Your_Man,1,75571.0,en,['0:50']
323856,Rachael Parrott,yo me gusto Bruno Mars ....... You are not fooling anyone you hit the wrong note at 3:32.  . . . .Sorry i am a perfectionist when it comes to music :) <3,Bruno_Mars-When_I_Was_Your_Man,1,76008.0,en,['3:32']
324195,niko lee,the chills at 2:45 >>>,Bruno_Mars-When_I_Was_Your_Man,1,76378.0,en,['2:45']
324723,Lucía Lozares,3:17 me encanta!!!!,Bruno_Mars-When_I_Was_Your_Man,1,76943.0,es,['3:17']
324928,john akumpo,"@ 3:03 I felt like crying this song is amazing, and i'm in to hip hop so it's kinda impressive for Bruno, it touches my heart #BMforLife",Bruno_Mars-When_I_Was_Your_Man,1,77163.0,en,['3:03']
326007,Suraj Rana,This part is awesome 00:00 - 03:54,Bruno_Mars-When_I_Was_Your_Man,1,78325.0,en,"['00:00', '03:54']"
326012,Erol bekin,00:04 Vay amsına koyim diyo lan adam :D,Bruno_Mars-When_I_Was_Your_Man,1,78330.0,so,['00:04']
326400,Sorin,1:32 love that part :),Bruno_Mars-When_I_Was_Your_Man,1,78746.0,en,['1:32']
326622,NWGrow,8:21                                                                           1000000000000000 ADBFNFNLKIOLGWERG>>>JGHHHHHHHHHHHHOHHNFVGFGGFDFXGBBBBBBBBBBBBB>>>>>>>>OOIIIOO,Bruno_Mars-When_I_Was_Your_Man,1,78990.0,de,['8:21']
326744,Andrew Kahrs,I love how the spotlight shines down on an empty spot after the bridge at 3:02,Bruno_Mars-When_I_Was_Your_Man,1,79119.0,en,['3:02']
326902,IIOblivionII,0:45 my heart breaks a little when I hear your neigh??? ,Bruno_Mars-When_I_Was_Your_Man,1,79294.0,en,['0:45']
327205,Martin Vlček,"Is that pitch shifter at 2:42 - 2:43 (when he sings:  I'll be  the ""first"" to say that) or am I wrong? Great song by the way.",Bruno_Mars-When_I_Was_Your_Man,1,79617.0,en,"['2:42', '2:43']"
327434,Hilman Yanuar,2:38 bagian nada yang paling gue suka dari lagu ini! (y),Bruno_Mars-When_I_Was_Your_Man,1,79866.0,id,['2:38']
328019,dyota wiby,"in 00:07 i heard some says ""udah siap bro"" isn't it?",Bruno_Mars-When_I_Was_Your_Man,1,80484.0,en,['00:07']
329000,Adrián CL,Orgasm at 2:43,Bruno_Mars-When_I_Was_Your_Man,1,81534.0,tl,['2:43']
329290,ManoTheus,00:01 - PERCIVAAAAAAAAAAAAAAAAL ,Bruno_Mars-When_I_Was_Your_Man,1,81843.0,ca,['00:01']
329951,Nahiara Camila,2:45 *-* que perfecto,Bruno_Mars-When_I_Was_Your_Man,1,82533.0,es,['2:45']
330299,TerraRaider,1:01 my fav. part,Bruno_Mars-When_I_Was_Your_Man,1,82895.0,sv,['1:01']
330583,Abigail Medina,0:52 a lady comes,Bruno_Mars-When_I_Was_Your_Man,1,83202.0,es,['0:52']
331061,hansenyue,0:50 is soooo terrible,Bruno_Mars-When_I_Was_Your_Man,1,83709.0,en,['0:50']
331138,Panhead9812,3:02 In my feelings and throwing away the onions the ninjas left under my eyes.,Bruno_Mars-When_I_Was_Your_Man,1,83792.0,en,['3:02']
332060,Canosh 01,"0:02 sessiz olun 
0:03 ver amınakoyim﻿",Bruno_Mars-When_I_Was_Your_Man,1,84747.0,tr,"['0:02', '0:03']"
332312,bilgin bilge,00:03 hay amunagoyim,Bruno_Mars-When_I_Was_Your_Man,1,85016.0,so,['00:03']
332468,OG BRUNO,"Come on over, and chill with the REAL O.G. BRUNO. And ""The Squad"" And skip the risk of being part of a blood sacrifice for the baphomet. Leviticus 17:11...For the life of the flesh is in the blood...QUOTE!",Bruno_Mars-When_I_Was_Your_Man,1,85187.0,en,['17:11']
332537,Thalita lima,"Essa História é verdadeira, Aconteceu Comigo!! 

""Em 1 Mês Ou semanas""

Por causa da Camisa Conheci uma pessoa, Falei com ela, e me apaixonei, por uma pessoa que nunca encontrei, em 2 dias eu a conquistei, conversei Muito... Com ela, não conheci muito bem a minha bela, No 4 dia Nos estávamos namorando, não a beijei, mas eu gostei, acordei as 6:30 só pra ver ela, me apaixonei, pela aquele rosto me encantei, chamava ela de Princesa, e ela de meu Príncipe, mas quando ela me beijou, Nenhum encanto me formou, Hem 2 semanas ela me traiu, fiquei triste, e Chorei, por aquela menina que eu nunca pensei, pensei que ela me amava de verdade, as palavras que ela falava era tão linda, que iludia a minha cabeça, enganou o meu coração, ela jogou ele No chão, 1 dia depois a perdoei, e o pior Foi que eu voltei, para os braços da quela menina, eu mesmo me enganei, o namoro não era o mesmo, sentia ela longe de mim, Longe do meu coração, percebi que não era mais uma Paixão, e acabei, com a menina que eu sempre Amei. 

Obrigado Gente!! Essa Minha história de amor.",Bruno_Mars-When_I_Was_Your_Man,1,85271.0,pt,['6:30']
332641,Caio Alves,Thought I aced the test.. 2:44,Bruno_Mars-When_I_Was_Your_Man,1,85382.0,en,['2:44']
332972,Canosh 01,"0:02 sessiz olun 
0:03 ver amınakoyim",Bruno_Mars-When_I_Was_Your_Man,1,85734.0,tr,"['0:02', '0:03']"
333355,Daan,0:50 DatMagic.,Bruno_Mars-When_I_Was_Your_Man,1,86141.0,ro,['0:50']
333414,ProudPreacher,"We are all sinners in need of a Savior.
""Turn to Me, and be saved, all the ends of the earth; for I am God, and there is no other.""--Isaiah 45:22
A wise man has said ""A man can no more diminish God's glory by refusing to worship Him than a lunatic can put out the sun by scribbling the word, 'darkness' on the walls of his cell.""--C.S. Lewis
Please look at this INSPIRATIONAL song about God’s Love.
Just Enter:  MARK BEHRENS (in the search field)--THANKS.",Bruno_Mars-When_I_Was_Your_Man,1,86206.0,en,['45:22']
334211,Sebastian Leonardo Ferreira Garcia,free replays buttons !! 0:00 0:00 0:00 0:00 0:00 0:00 0:00 0:00 0:00 0:00 0:00 0:00 0:00 0:00 0:00 0:00 0:00 0:00 0:00 0:00 0:00 0:00,Bruno_Mars-When_I_Was_Your_Man,1,87035.0,en,"['0:00', '0:00', '0:00', '0:00', '0:00', '0:00', '0:00', '0:00', '0:00', '0:00', '0:00', '0:00', '0:00', '0:00', '0:00', '0:00', '0:00', '0:00', '0:00', '0:00', '0:00', '0:00']"
335020,Paula Corrêa,Just I saw that a woman or something in 0:53?,Bruno_Mars-When_I_Was_Your_Man,1,87904.0,en,['0:53']
335352,Fito,best part 3:16 :),Bruno_Mars-When_I_Was_Your_Man,1,88249.0,fr,['3:16']
336258,Lilian Dominguez,My fav part is 3:03 til the end of the song,Bruno_Mars-When_I_Was_Your_Man,1,89189.0,en,['3:03']
336265,Iveliss Alvarenga,my favorite part is 2:08,Bruno_Mars-When_I_Was_Your_Man,1,89196.0,en,['2:08']
336266,Darreon Johnson,My favorite part 0:50,Bruno_Mars-When_I_Was_Your_Man,1,89197.0,fr,['0:50']
337029,Luiz Felipe,2:40 to 2:50 <3333' loveee,Bruno_Mars-When_I_Was_Your_Man,1,89976.0,sk,"['2:40', '2:50']"
337162,de K.H,watch from 3:02,Bruno_Mars-When_I_Was_Your_Man,1,90114.0,en,['3:02']
338203,027Gui,0:50 é incrivel como essa parte da música me passa uma PAZ interior. '---' ,Bruno_Mars-When_I_Was_Your_Man,1,91186.0,pt,['0:50']
339648,Victor Souza,"0:02 Percival KKK
",Bruno_Mars-When_I_Was_Your_Man,1,92669.0,ca,['0:02']
339899,sherrlrose,0:24. instant turn on. ,Bruno_Mars-When_I_Was_Your_Man,1,92926.0,en,['0:24']
339924,Jordan LH,2:05-2:37-2:50-3:02 Definitely next Michael Jackson.,Bruno_Mars-When_I_Was_Your_Man,1,92951.0,en,"['2:05', '2:37', '2:50', '3:02']"
340369,Brice Carter,I LOVE THAT INSTRUMENT AT THE BEGINING! 0:10 :),Bruno_Mars-When_I_Was_Your_Man,1,93409.0,en,['0:10']
340731,Cheese Ham,Replay buttom pls wake up! i know the song is too awesome and i know i press u every 3:58 min but live pls!,Bruno_Mars-When_I_Was_Your_Man,1,93782.0,en,['3:58']
341194,Jordan LH,2:05-2:37 This guy is too good!,Bruno_Mars-When_I_Was_Your_Man,1,94255.0,en,"['2:05', '2:37']"
341650,Priscila Vieira,Alguém ouvindo a música 01:23 da manhã ?' então curte,Bruno_Mars-When_I_Was_Your_Man,1,94728.0,pt,['01:23']
341843,taha keske,0:04 ver amına koyim,Bruno_Mars-When_I_Was_Your_Man,1,94926.0,tr,['0:04']
341877,Dylan Macias,Hey its princess  leia at  1:30 -_-,Bruno_Mars-When_I_Was_Your_Man,1,94962.0,en,['1:30']
342382,dan sell,"Grammy award winner Bruno Mars is half- Filipino, more accurately, he's of Cebuano descent. And it's nice to have him here in the Philippines. IBA ANG PINOY...  etnads 3:16
",Bruno_Mars-When_I_Was_Your_Man,1,95476.0,en,['3:16']
342456,Jack McMahon,0:23 it's funny because he's small,Bruno_Mars-When_I_Was_Your_Man,1,95553.0,en,['0:23']
342634,Jordan LH,2:57 :O,Bruno_Mars-When_I_Was_Your_Man,1,95739.0,pt,['2:57']
342998,Jadyn Charles,The backround at 3:00 looks like looney tunes,Bruno_Mars-When_I_Was_Your_Man,1,96118.0,en,['3:00']
343070,iDobGamer,0:00 <<< Free Restart Button !!!!,Bruno_Mars-When_I_Was_Your_Man,1,96191.0,en,['0:00']
343098,Frostense,3:20 That's Words Makes Me Cry:'( Overall Good Job Bruno!!!,Bruno_Mars-When_I_Was_Your_Man,1,96220.0,en,['3:20']
344128,Yasmin Evangelista da Cunha,0:56 a 1:00 e 1:21 a 1:30,Bruno_Mars-When_I_Was_Your_Man,1,97284.0,pt,"['0:56', '1:00', '1:21', '1:30']"
344133,Mike Craven,"00:01 - ""ktoś mnie wołał ?""",Bruno_Mars-When_I_Was_Your_Man,1,97289.0,pl,['00:01']
344141,Love Bruno,"From 0:48 to 0:55 and from 2:40 to 2:51 -- Those moments break my heart :'( i love this song, is really sentimental :')",Bruno_Mars-When_I_Was_Your_Man,1,97297.0,en,"['0:48', '0:55', '2:40', '2:51']"
345122,Gym Carry,worst part 3:58,Bruno_Mars-When_I_Was_Your_Man,1,98303.0,nl,['3:58']
345487,nacvideos ✪SOCCER STARS✪,"Se fue porque nadie aplaudio 3:49
",Bruno_Mars-When_I_Was_Your_Man,1,98680.0,es,['3:49']
346697,Patrick Hatem,"I know that you don't really read these but I'm giving it a try. Hello, I'm Patrick Hatem, I'm a 16 year old boy and I'm passionate about music. I'm from Lebanon, a place where English singers aren't really known... I'm just asking you if you could go on my channel and go on my Interview video and skip to 7:15 . It's where I start singing. All I want is to be commented about my singing and to atleast head to a part of? my dreams. Please, It would mean the world to me if you'd do it. Thanks again",Bruno_Mars-When_I_Was_Your_Man,1,99954.0,en,['7:15']
346964,Trucu Bidule,"02:38 - 02:50 the only part i can sing correctly, and my favorite.",Bruno_Mars-When_I_Was_Your_Man,1,100236.0,en,"['02:38', '02:50']"
347055,chriatian vaca,"my favorite part is 0:00 - 3:58
",Bruno_Mars-When_I_Was_Your_Man,1,100333.0,en,"['0:00', '3:58']"
347495,Patrick Hatem,"I know that you don't really read these but I'm giving it a try. Hello, I'm Patrick Hatem, I'm a 16 year old boy and I'm passionate about music. I'm from Lebanon, a place where English singers aren't really known... I'm just asking you if you could go on my channel and go on my Interview video and skip to 7:15 . It's where I start singing. All I want is to be commented about my singing and to atleast head to a part of? my dreams. Please, It would mean the world to me if you'd do it. Thanks again",Bruno_Mars-When_I_Was_Your_Man,1,100781.0,en,['7:15']
347889,CandiceSandford,"I'm 18 years old,a young mum from scotland and I'm trying to get my videos seen on YouTube but it's so hard :/ you will probably just ignore this but if you have a minute please have a look at my videos,I have done covers of adele,turning tables and make you feel my love and a couple more. Also done an Amy winehouse and my chemical romance covers! I am auditioning for The Voice UK this year too,please feel free to leave comments,like/dislike subscribe? Thanks guys,This is my dream! x
 3:57  
",Bruno_Mars-When_I_Was_Your_Man,1,101187.0,en,['3:57']
348514,Simplesmente Thais,One m0:00re time,Bruno_Mars-When_I_Was_Your_Man,1,101835.0,it,['0:00']
348617,Linda Nukta,2:45 WOW !<3 .,Bruno_Mars-When_I_Was_Your_Man,1,101941.0,pl,['2:45']
349682,Evelyn Cristina,3:47 Yep Just Walk Away Like Nothing Bruno Mars. :D,Bruno_Mars-When_I_Was_Your_Man,1,103033.0,en,['3:47']
349683,Evelyn Cristina,2:18 Lol :D Its Funny -.-,Bruno_Mars-When_I_Was_Your_Man,1,103034.0,en,['2:18']
350297,KRALIQUID,3:00 ım going to cry :(,Bruno_Mars-When_I_Was_Your_Man,1,103665.0,en,['3:00']
350431,big donger,2:44 to 2:50 makes me ejaculate with the force of one thousand suns,Bruno_Mars-When_I_Was_Your_Man,1,103802.0,en,"['2:44', '2:50']"
350583,MusicTV,"0:10 Started ♥♥♥
",Bruno_Mars-When_I_Was_Your_Man,1,103961.0,en,['0:10']
350785,ethiopianhabesha,"Yep.   2:14-2:37 reminds me of Rock Wit You/Off The Wall Video
Bruno is eye candy as well as ear milk shake (smooth and delicious).",Bruno_Mars-When_I_Was_Your_Man,1,104166.0,en,"['2:14', '2:37']"
351135,Emilios,"have you seen the troll face???  3:59  ?????
",Bruno_Mars-When_I_Was_Your_Man,1,104526.0,en,['3:59']
351189,Marcin Tubisz,3:00 -.... best moment..,Bruno_Mars-When_I_Was_Your_Man,1,104583.0,nl,['3:00']
351954,Barış Kayalar,"0:01 "" Hırsız vaaar "" mı diyo lan o ?",Bruno_Mars-When_I_Was_Your_Man,1,105370.0,tr,['0:01']
352543,Legacy2332,That Moment when 2:44 arrives ...... goosebumps .,Bruno_Mars-When_I_Was_Your_Man,1,105984.0,en,['2:44']
352562,Sanpi,"Can you see the trollface at 4:00?
Epic!",Bruno_Mars-When_I_Was_Your_Man,1,106004.0,en,['4:00']
352669,Vick Rooney,"0:01 Percival!
0:03 Vai lá almoçar com eles!",Bruno_Mars-When_I_Was_Your_Man,1,106115.0,ca,"['0:01', '0:03']"
353320,Dalia Torres,0:04 fuera luces wey ,Bruno_Mars-When_I_Was_Your_Man,1,106783.0,es,['0:04']
354133,lollytiara aima,"I thought some pone said "" what the f*ck? "" at 0:02",Bruno_Mars-When_I_Was_Your_Man,1,107622.0,en,['0:02']
354744,Traian Basescu,"best part 3:02
",Bruno_Mars-When_I_Was_Your_Man,1,108251.0,fr,['3:02']
355215,Alejandro Ibarra,Close my ass 1:56,Bruno_Mars-When_I_Was_Your_Man,1,108730.0,en,['1:56']
355220,Guillem Aznar Jové,3:36 seems to have to appear Bugs Bunny to say: That's All Folks! lol,Bruno_Mars-When_I_Was_Your_Man,1,108735.0,en,['3:36']
355318,VanessaDesiree2,"Sorry it's still June, 13 2013 in America. (10:12 EST)",Bruno_Mars-When_I_Was_Your_Man,1,108836.0,en,['10:12']
355794,jamessnk1,2:45 is simply incredible.,Bruno_Mars-When_I_Was_Your_Man,1,109332.0,en,['2:45']
355867,Vandore,the best part is from 0:00 to 3:58. its my fav part OF ALL TIME,Bruno_Mars-When_I_Was_Your_Man,1,109405.0,en,"['0:00', '3:58']"
356236,Felipe Dantas,The Voice 2:45. simply good.,Bruno_Mars-When_I_Was_Your_Man,1,109792.0,en,['2:45']
356562,Edouard,"i love the song 1:00
",Bruno_Mars-When_I_Was_Your_Man,1,110125.0,en,['1:00']
356650,jayloves emily,Best part startes about 3:00,Bruno_Mars-When_I_Was_Your_Man,1,110218.0,fr,['3:00']
357031,mz artsy,0:23 is when the song starts:),Bruno_Mars-When_I_Was_Your_Man,1,110607.0,en,['0:23']
357066,enjoythesilence169,2:40 My favorite part,Bruno_Mars-When_I_Was_Your_Man,1,110642.0,it,['2:40']
358176,O Wells,2:25 5 bruno mars'. this is awesome!,Bruno_Mars-When_I_Was_Your_Man,1,111776.0,en,['2:25']
358576,Usop Nor,2:44 I love Kai's version more,Bruno_Mars-When_I_Was_Your_Man,1,112186.0,en,['2:44']
